dataset,horizon,seed,variant,mse_norm,mae_norm
ETTm2,192,2023,SRSNet_RandomSPNoShuffle,0.1809214384420932,0.2798760022990996
ETTm2,192,2024,SRSNet_RandomSPNoShuffle,0.1811407823046368,0.2798646545406385
ETTm2,192,2025,SRSNet_RandomSPNoShuffle,0.1809491137841452,0.2799707028782354
ETTm2,192,2021,SRSNet_TASP,0.187253685754624,0.2870004704991769
ETTm2,192,2022,SRSNet_TASP,0.1852767691612385,0.283349245180131
ETTm2,192,2023,SRSNet_TASP,0.1837302008726111,0.2830878026505173
ETTm2,192,2024,SRSNet_TASP,0.1861725569313737,0.2854334811073976
ETTm2,192,2025,SRSNet_TASP,0.1831377231712995,0.2821339843875442
ETTm2,336,2021,SRSNet,0.2193714481866849,0.3099530288521064
ETTm2,336,2022,SRSNet,0.2197663775325151,0.3114526682775586
ETTm2,336,2023,SRSNet,0.2138409230825785,0.3076080644773851
ETTm2,336,2024,SRSNet,0.2150530562027149,0.3055271424913174
ETTm2,336,2025,SRSNet,0.215877820671914,0.305472352596678
ETTm2,336,2021,SRSNet_HypernetAF,0.215891056501333,0.3048251450593359
ETTm2,336,2022,SRSNet_HypernetAF,0.2132049039697545,0.3073363070095053
ETTm2,336,2023,SRSNet_HypernetAF,0.2184158484765799,0.3085132768766517
ETTm2,336,2024,SRSNet_HypernetAF,0.2146686296013426,0.3067534890543073
ETTm2,336,2025,SRSNet_HypernetAF,0.2184214693569658,0.3080813471662695
ETTm2,336,2021,SRSNet_RandomSP,0.2150213055125635,0.3058069416020233
ETTm2,336,2022,SRSNet_RandomSP,0.2145664708547671,0.3053892440662396
ETTm2,336,2023,SRSNet_RandomSP,0.2148291098007998,0.3058632709120411
ETTm2,336,2024,SRSNet_RandomSP,0.2145264275092398,0.3052376815243801
ETTm2,336,2025,SRSNet_RandomSP,0.214265165662002,0.3056892450429081
ETTm2,336,2021,SRSNet_RandomSPNoShuffle,0.2144672978914173,0.305130547946905
ETTm2,336,2022,SRSNet_RandomSPNoShuffle,0.2142412689333937,0.3049338013764529
ETTm2,336,2023,SRSNet_RandomSPNoShuffle,0.2153207136013485,0.3052157596698086
ETTm2,336,2024,SRSNet_RandomSPNoShuffle,0.2147976504139346,0.3054715894986461
ETTm2,336,2025,SRSNet_RandomSPNoShuffle,0.2139706724312388,0.3048618784996686
ETTm2,336,2021,SRSNet_TASP,0.2188186882398459,0.3102717151000405
ETTm2,336,2022,SRSNet_TASP,0.2135388235482251,0.3083099965452469
ETTm2,336,2023,SRSNet_TASP,0.2173972852957021,0.3067705455095628
ETTm2,336,2024,SRSNet_TASP,0.2191221353420187,0.3090474517980094
ETTm2,336,2025,SRSNet_TASP,0.221391217494826,0.3082253830118322
ETTm2,720,2021,SRSNet,0.2728284246329794,0.3503245873858694
ETTm2,720,2022,SRSNet,0.2729264503576228,0.3495959253206855
ETTm2,720,2023,SRSNet,0.2720942654626899,0.3446932670536742
ETTm2,720,2024,SRSNet,0.2779417331465912,0.3542781553420663
ETTm2,720,2025,SRSNet,0.2735576020842579,0.3475850194843931
ETTm2,720,2021,SRSNet_HypernetAF,0.2772320515382874,0.3483416753354525
ETTm2,720,2022,SRSNet_HypernetAF,0.2733744997779012,0.3466969233782536
ETTm2,720,2023,SRSNet_HypernetAF,0.2675415450275895,0.3427186354962561
ETTm2,720,2024,SRSNet_HypernetAF,0.2699435394959409,0.3443536608522871
ETTm2,720,2025,SRSNet_HypernetAF,0.2710118152236158,0.3450523376835617
ETTm2,720,2021,SRSNet_RandomSP,0.2694601506832937,0.3440026839789482
ETTm2,720,2022,SRSNet_RandomSP,0.2701409841242525,0.3445607505040568
ETTm2,720,2023,SRSNet_RandomSP,0.2710971707770125,0.3461577943635153
ETTm2,720,2024,SRSNet_RandomSP,0.2726877611465352,0.3474040661451202
ETTm2,720,2025,SRSNet_RandomSP,0.26939145894839,0.3451696125753171
ETTm2,720,2021,SRSNet_RandomSPNoShuffle,0.2766431389748848,0.3496414502199699
ETTm2,720,2022,SRSNet_RandomSPNoShuffle,0.2683515619954456,0.3434759924909789
ETTm2,720,2023,SRSNet_RandomSPNoShuffle,0.2724119109519107,0.3473244632627986
ETTm2,720,2024,SRSNet_RandomSPNoShuffle,0.2699521819144037,0.3448979007536275
ETTm2,720,2025,SRSNet_RandomSPNoShuffle,0.2695433561368045,0.344881535588556
ETTm2,720,2021,SRSNet_TASP,0.2790623533457858,0.3513539417221587
ETTm2,720,2022,SRSNet_TASP,0.2760957750762617,0.3510820286034637
ETTm2,720,2023,SRSNet_TASP,0.2793876822540492,0.3525598421660696
ETTm2,720,2024,SRSNet_TASP,0.2708916026168645,0.3483003274837264
ETTm2,720,2025,SRSNet_TASP,0.2703141697151206,0.3486774559197904
